image_path,sample_id,panel_id,markdown_table
data/crops/train/atomic-layer-deposition_experimental-usecase_60_figure_2_c.jpg,atomic-layer-deposition/experimental-usecase/60/figure_2,c,"| Pulse time (s) | GPC (Å/cycle) | Precursor|
|---|---|---|
| 0,00 | 0,00 | H2O Plasma |
| 0,73 | 0,53 | H2O Plasma |
| 1,99 | 0,76 | H2O Plasma |
| 3,67 | 0,91 | H2O Plasma |
| 5,98 | 0,99 | H2O Plasma |
| 7,66 | 1,08 | H2O Plasma |
| 9,86 | 1,11 | H2O Plasma |
| 11,64 | 1,06 | H2O Plasma |
| 14,58 | 1,07 | H2O Plasma |
| 0,00 | 0,06 | Y(EtCp)2(iPr-amd) |
| 0,84 | 0,44 | Y(EtCp)2(iPr-amd) |
| 2,94 | 0,69 | Y(EtCp)2(iPr-amd) |
| 5,03 | 0,79 | Y(EtCp)2(iPr-amd) |
| 7,87 | 0,88 | Y(EtCp)2(iPr-amd) |
| 9,86 | 0,95 | Y(EtCp)2(iPr-amd) |
| 11,64 | 0,99 | Y(EtCp)2(iPr-amd) |
| 14,69 | 1,10 | Y(EtCp)2(iPr-amd) |
| 19,93 | 1,04 | Y(EtCp)2(iPr-amd) |
| 24,65 | 1,00 | Y(EtCp)2(iPr-amd) |
| 29,69 | 1,06 | Y(EtCp)2(iPr-amd) |"
data/crops/train/atomic-layer-deposition_experimental-usecase_60_figure_2_d.jpg,atomic-layer-deposition/experimental-usecase/60/figure_2,d,"| ALD cycle number | Thickness (nm) | Precursor|
|---|---|---|
| 0.00 | 0.0 | H2O |
| 40 | 2.65 | H2O |
| 68 | 5.05 | H2O |
| 100 | 7.68 | H2O |
| 0 | 0 | H2O Plasma |
| 42 | 4.41 | H2O Plasma |
| 100 | 10.39 | H2O Plasma |
| 0 | 0 | O2 Plasma |
| 50 | 4.88 | O2 Plasma |
| 100 | 8.67 | O2 Plasma |"
data/crops/train/atomic-layer-deposition_experimental-usecase_60_figure_6_a.jpg,atomic-layer-deposition/experimental-usecase/60/figure_6,a,"| 2 Theta (degree) | Intensity (a.u.) | Assignment | Precursor |
|---|---|---|---|
| 28.69 | 26 | (222)  | H2O |
| 48.08 | 13 | (440) | H2O |
| 57.38 | 26 | (622)  | H2O |
| 20.18 | 11 | (211)  | O2 palsma |
| 28.69 | 51 | (222) | O2 palsma |
| 33.31 | 9 | (400)  | O2 palsma |
| 42.22 | 7 | (431)  | O2 palsma |
| 48.08 | 17 | (440) | O2 palsma |
| 57.38 | 21 | (622)  | O2 palsma |
| 20.18 | 20 | (211)  | H2O palsma |
| 28.69 | 78 | (222)  | H2O palsma |
| 33.31 | 16| (400)  | H2O palsma |
| 42.22 | 10 | (431)  | H2O palsma |
| 48.08 | 35 | (440) | H2O palsma |
| 57.38 | 29 | (622)  | H2O palsma |"
data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/22/fig_4,a,"| 2Θ | 350 °C | 325 °C | 300 °C | 275 °C | 250 °C |
| --- | --- | --- | --- | --- | --- |
| 25 | - | - | - | - | - |
| 30 | - | - | - | - | - |
| 35 | - | - | - | - | - |
| 40 | peak at ~38° | peak at ~38° | peak at ~38° | peak at ~38° | peak at ~38° |
| 45 | peak at ~45° | peak at ~45° | peak at ~45° | peak at ~45° | peak at ~45° |
| 50 | - | - | - | - | - |
| 55 | - | - | - | - | - |
| 60 | - | - | - | - | - |
| 65 | peak at ~66° | peak at ~66° | peak at ~66° | peak at ~66° | peak at ~66° |
| 70 | - | - | - | - | - |"
data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_1_a.jpg,atomic-layer-deposition/experimental-usecase/22/fig_1,a,"| Deposition temperature / °C | Growth rate Å / cycle |
|---|---|
| 250 | 1.5 ± 0.1 |
| 275 | 1.3 ± 0.1 |
| 300 | 1.2 ± 0.1 |
| 310 | 1.0 ± 0.1 |
| 350 | 1.2 ± 0.1 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/22/fig_3,a,"| Lithd pulse length / s | Growth rate / Å / cycle |
|---|---|
| 1 | 0.75 ± 0.05 |
| 2 | 1.00 ± 0.05 |
| 3 | 1.05 ± 0.05 |
| 4 | 1.10 ± 0.05 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_22_fig_2_a.jpg,atomic-layer-deposition/experimental-usecase/22/fig_2,a,"| TiF, pulse length / s | Growth rate Å/cycle |
|---|---|
| 0.5 | 0.95 |
| 1 | 1.00 |
| 2 | 0.95 |
| 3 | 1.20 |
| 4 | 1.30 |
| 6 | 1.40 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_3_a.jpg,atomic-layer-deposition/experimental-usecase/25/figure_3,a,"| Cycle Number | ZnO / 1 cycle GeOₓ / ZnO (ng/cm²) | GeOₓ / 1 cycle ZnO / GeOₓ (ng/cm²) |
|--------------|------------------------------------|--------------------------------------|
| 0            | 140                                | 20                                   |
| 50           | 145                                | 22                                   |
| 100          | 147                                | 23                                   |
| 150          | 148                                | 24                                   |
| 200 (Interruption) | 150            | 50                                   |
| 250          | 152                                | 24                                   |
| 300          | 153                                | 25                                   |
| 350          | 155                                | 26                                   |
| 400          | 158                                | 27                                   |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_4_a.jpg,atomic-layer-deposition/experimental-usecase/25/figure_4,a,"| 2θ (°) | x = 1 | x = 0.30 | x = 0 |
|--------|-------|----------|-------|
| 30–35  | Broad | Broad    | Broad |
| 40–45  | Broad | Broad    | Broad |
| 50–55  | Broad | Broad    | Broad |
| 60–65  | Broad | Broad    | Broad |
| 70–75  | Broad | Broad    | Broad |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_4_b.jpg,atomic-layer-deposition/experimental-usecase/25/figure_4,b,"| 2θ (°) | x = 1 | x = 0.37 | x = 0.32 | x = 0.26 | x = 0.19 | x = 0.12 | x = 0.032 | x = 0 |
|--------|-------|----------|----------|----------|----------|----------|-----------|-------|
| ~31.8  | -     | -        | -        | -        | -        | ✓        | ✓         | ✓     |
| ~34.4  | -     | -        | -        | -        | -        | ✓        | ✓         | ✓     |
| ~36.2  | -     | -        | -        | -        | -        | ✓        | ✓         | ✓     |
| ~47.5  | -     | -        | -        | -        | -        | ✓        | ✓         | ✓     |
| ~56.6  | -     | -        | -        | -        | -        | ✓        | ✓         | ✓     |
| ~62.8  | -     | -        | -        | -        | -        | ✓        | ✓         | ✓     |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_9_a.jpg,atomic-layer-deposition/experimental-usecase/25/figure_9,a,"| Bias (V) | CdS | x = 0 | x = 0.065 | x = 0.077 | x = 0.10 | x = 0.16 | x = 0.30 |
|----------|-----|-------|-----------|-----------|----------|----------|----------|
| -0.5     | -35  | -35    | -35       | -35        | -35       | -35       | -30      |
| 0.0      | 0   | 0     | 0         | 0         | 0        | 0        | -3       |
| 0.3      |-35  | -35    | -35       | -35        | -35       | -35       | 0   |
| 0.5      | -35  | -10    | -15        | -18        | -20       | -18       |0       |
| 0.7      | 0  | 20    | 25        | 28        | 30       | 20       | 0      |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_9_b.jpg,atomic-layer-deposition/experimental-usecase/25/figure_9,b,"| Bias (V) | CdS | x = 0 | x = 0.032 | x = 0.12 | x = 0.19 | x = 0.26 | x = 0.32 | x = 0.37 |
|----------|-----|-------|-----------|----------|----------|----------|----------|----------|
| -0.4     | -35   | -35      | -40         | -35        | -35        | -35         | -35         | -35        |
| 0.0      |  -35   | -35      | -35         | -35        | -35        | -35         | -35         | -35      |
| 0.2      | -35   | -30     | -28         | -32        | -34        | -35        | -35        | -35        |
| 0.4      | 0   | 20    | 30        | 35       | -34       | -35       | 25       | -10       |
| 0.6      | 0   | -    | -        | -       | 0       | 0      | 0      | 0       |
| 0.8      | -   | -    | -        | -      |20       | 20       | 40       | 20       |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_8_a.jpg,atomic-layer-deposition/experimental-usecase/25/figure_8,a,"| TGO cation ratio (x) | E_c (TGO) [eV] | E_v (TGO) [eV] | E_c (ACIGS) [eV] | E_v (ACIGS) [eV] |
|-----------------------|-----------------|-----------------|-------------------|-------------------|
| 0.00                   | +0.2            | -3.0            | 0.0               | -1.0              |
| 0.10                   | +0.3            | -3.0            | 0.0               | -1.0              |
| 0.20 (FF loss) | +0.4            | -3.0            | 0.0               | -1.0              |
| 0.30                   | +0.6            | -3.0            | 0.0               | -1.0              |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_8_b.jpg,atomic-layer-deposition/experimental-usecase/25/figure_8,b,"| ZGO cation ratio (x) | E_c (ZGO) [eV] | E_v (ZGO) [eV] | E_c (ACIGS) [eV] | E_v (ACIGS) [eV] |
|-----------------------|-----------------|-----------------|-------------------|-------------------|
| 0.00                 | +0.2            | -3.5            | 0.0               | -1.0              |
| 0.10                 | +0.3            | -3.6            | 0.0               | -1.0              |
| 0.20                 | +0.4            | -3.7            | 0.0               | -1.0              |
| 0.30 (FF loss) | +0.5            | -3.8            | 0.0               | -1.0              |
| 0.40                 | +0.6            | -4.0            | 0.0               | -1.0              |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_1_a.jpg,atomic-layer-deposition/experimental-usecase/25/figure_1,a,"| Material                | Conduction Band (E_c) [eV] | Valence Band (E_v) [eV] |
|-------------------------|-----------------------------|---------------------------|
| ZnO                    | -4.5                        | -7.5                      |
| SnO_y                  | -4.8                        | -8.0                      |
| ZGO (Zn₁₋ₓGeₓO_y)      | -4.5 → -4.0 (as x → 1)      | -7.5 → -8.5 (as x → 1)    |
| TGO (Sn₁₋ₓGeₓO_y)      | -4.8 → -4.0 (as x → 1)      | -8.0 → -8.8 (as x → 1)    |
| GeO_y                  | -4.0                        | -8.8                      |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_2_a.jpg,atomic-layer-deposition/experimental-usecase/25/figure_2,a,"| Pulse Ratio Ge/(Ge + Sn or Zn) | Cation Ratio (TGO) | Cation Ratio (ZGO) |
|--------------------------------|---------------------|---------------------|
| 0.0                            | 0.00               | 0.00               |
| 0.1                            | 0.08               | 0.02               |
| 0.2                            | 0.15               | 0.03               |
| 0.4                            | 0.30               | 0.05               |
| 0.6                            | 0.45               | 0.10               |
| 0.8                            | 0.70               | 0.40               |
| 1.0                            | 1.00               | 1.00               |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_2_b.jpg,atomic-layer-deposition/experimental-usecase/25/figure_2,b,"| Pulse Ratio Ge/(Ge + Sn or Zn) | Growth per Cycle (TGO) [Å/cycle] | Growth per Cycle (ZGO) [Å/cycle] |
|--------------------------------|-----------------------------------|-----------------------------------|
| 0.0                            | 1.10                              | 2.00                              |
| 0.1                            | 1.05                              | 1.80                              |
| 0.2                            | 1.00                              | 1.60                              |
| 0.4                            | 0.95                              | 1.40                              |
| 0.6                            | 0.90                              | 1.20                              |
| 0.8                            | 0.85                              | 1.00                              |
| 1.0                            | 0.80                              | 0.80                              |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_5_a.jpg,atomic-layer-deposition/experimental-usecase/25/figure_5,a,"| Binding Energy (eV) | x = 1   | x = 0.30 | x = 0.16 | x = 0.077 | x = 0   |
|----------------------|---------|----------|----------|-----------|---------|
| 10                  | 300     | 280      | 270      | 260       | 250     |
| 8                   | 320     | 300      | 290      | 280       | 270     |
| 6                   | 280     | 260      | 250      | 240       | 230     |
| 4                   | 180     | 160      | 150      | 140       | 130     |
| 2                   | 80      | 70       | 60       | 55        | 50      |
| 0                   | 20      | 15       | 10       | 8         | 5       |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_5_b.jpg,atomic-layer-deposition/experimental-usecase/25/figure_5,b,"| Binding Energy (eV) | x = 1   | x = 0.37 | x = 0.32 | x = 0.19 | x = 0.032 | x = 0   |
|----------------------|---------|----------|----------|----------|-----------|---------|
| 10                  | 300     | 600      | 600      | 600      | 600       | 600     |
| 8                   | 320     | 450      | 520      | 500      | 330       | 580     |
| 6                   | 280     | 400      | 460      | 440      | 310       | 520     |
| 4                   | 150     | 220      | 250      | 230      | 180       | 280     |
| 2                   | 50      | 70       | 80       | 75       | 60        | 90      |
| 0                   | 10      | 12       | 15       | 18       | 15        | 20      |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_6_a.jpg,atomic-layer-deposition/experimental-usecase/25/figure_6,a,"| E (eV) | x = 0% | x = 6.5% | x = 7.7% | x = 10% | x = 16% | x = 30% |
|--------|--------|----------|----------|---------|---------|---------|
| 3.0    | 1000   | 800      | 700      | 600     | 500     | 200     |
| 3.5    | 2500   | 2200     | 2100     | 1900    | 1700    | 800     |
| 4.0    | 4000   | 3700     | 3500     | 3300    | 3000    | 1500    |
| 4.5    | 5500   | 5200     | 5000     | 4700    | 4300    | 2200    |
| 5.0    | 6000   | 5800     | 5600     | 5300    | 4900    | 2800    |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_6_b.jpg,atomic-layer-deposition/experimental-usecase/25/figure_6,b,"| E (eV) | x = 0% | x = 3.2% | x = 12% | x = 19% | x = 32% | x = 37% |
|--------|--------|----------|---------|---------|---------|---------|
| 3.0    | 800    | 600      | 400     | 300     | 200     | 100     |
| 3.5    | 2200   | 1900     | 1600    | 1400    | 1000    | 700     |
| 4.0    | 3700   | 3400     | 3000    | 2700    | 2200    | 1800    |
| 4.5    | 5200   | 4900     | 4500    | 4100    | 3500    | 3000    |
| 5.0    | 6000   | 5800     | 5400    | 5000    | 4400    | 3800    |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34_a.jpg,atomic-layer-deposition/experimental-usecase/25/f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34,a,"| Process Step                          | Description                                      |
|--------------------------------------|--------------------------------------------------|
| Precursors                           | Ge(N(CH₃)₂)₄ and Sn(N(CH₃)₂)₄ or Zn(C₂H₅)₂      |
| Reactant                             | H₂O                                             |
| Deposited Layer                      | Sn₁₋ₓGeₓOᵧ or Zn₁₋ₓGeₓOᵧ (Electron Selective Layer, ESL) |
| Substrate                            | (Ag, Cu)(In, Ga)Se₂                             |
| Method                               | Atomic Layer Deposition (ALD) Supercycle        |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34_b.jpg,atomic-layer-deposition/experimental-usecase/25/f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34,b,"| Ge Content in ESL | Optical Absorption Shift |
|--------------------|---------------------------|
| Low               | Lower absorption edge     |
| High              | Higher absorption edge    |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34_c.jpg,atomic-layer-deposition/experimental-usecase/25/f0c41f11e9c5ab863fee1ff70b7d7442935b0ee8edf971cfbc7285ccc6107b34,c,"| Ge Content in ESL | Sn₁₋ₓGeₓOᵧ Efficiency | Zn₁₋ₓGeₓOᵧ Efficiency |
|--------------------|--------------------------|--------------------------|
| Low               | Moderate                | Low                      |
| Medium            | Peak                    | Increasing               |
| High              | Decline                 | Peak                     |"
data/crops/train/atomic-layer-deposition_experimental-usecase_25_figure_10_a.jpg,atomic-layer-deposition/experimental-usecase/25/figure_10,a,"| Bias (V) | TGO 0.077 | TGO 0.077 TMA | TGO 0.077 ZnS | ZGO 0.32 | ZTO 0.20 | CdS |
|----------|-----------|---------------|---------------|----------|----------|-----|
| -0.5     | -35       | -35           | -35           | -35      | -35      | -35 |
| 0.0      | 0         | 0             | 0             | 0        | 0        | 0   |
| 0.3      | 0         | 0             | 0             | 0        | 0        | 0   |
| 0.5      | 10        | 12            | 8             | 6        | 5        | 4   |
| 0.6      | 20        | 22            | 18            | 15       | 12       | 10  |
| 0.7      | 30        | 32            | 28            | 25       | 22       | 18  |
| 0.8      | 38        | 40            | 36            | 32       | 30       | 25  |
| 0.9      | 40        | 42            | 40            | 36       | 34       | 28  |
| 1.0      | 40        | 42            | 40            | 36       | 34       | 28  |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_8_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_8,a,"| Pulse sequence | Deposition Temperature (°C) | QCM Mass Ratio R |
|---|---|---|
| Long (100-10-20-30) | 50  | ~0.88 |
| Long (100-10-20-30) | 90  | ~0.84 |
| Long (100-10-20-30) | 120 | ~0.84 |
| Long (100-10-20-30) | 150 | ~0.92 |
| Long (100-10-20-30) | 180 | ~1.02 |
| Long (100-10-20-30) | 210 | ~1.07 |
| Long (100-10-20-30) | 240 | ~1.11 |
| Medium (20-10-6-10) | 50  | ~1.06 |
| Medium (20-10-6-10) | 90  | ~0.86 |
| Medium (20-10-6-10) | 120 | ~0.88 |
| Medium (20-10-6-10) | 150 | ~0.98 |
| Medium (20-10-6-10) | 180 | ~1.08 |
| Medium (20-10-6-10) | 210 | ~1.14 |
| Medium (20-10-6-10) | 240 | ~1.16 |
| Short (1-0.5-1-5)   | 50  | ~0.60 |
| Short (1-0.5-1-5)   | 90  | ~0.66 |
| Short (1-0.5-1-5)   | 120 | ~0.67 |
| Short (1-0.5-1-5)   | 150 | ~0.70 |
| Short (1-0.5-1-5)   | 180 | ~0.78 |
| Short (1-0.5-1-5)   | 210 | ~0.80 |
| Short (1-0.5-1-5)   | 240 | ~0.93 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_11_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_11,a,"| Deposition Temperature (°C) | O (at.%) | Ti (at.%) | N (at.%) | C (at.%) |
|---|---|---|---|---|
| ~60 | ~56 | ~31 | ~9 | ~3 |
| ~120 | ~44 | ~32 | ~19 | ~5 |
| ~180 | ~39 | ~32 | ~23 | ~5 |
| ~240 | ~37 | ~33 | ~28 | ~6 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_11_b.jpg,atomic-layer-deposition/experimental-usecase/5/fig_11,b,"| TDMAT Exposure (s) | O (at.%) | Ti (at.%) | N (at.%) | C (at.%) |
|---|---|---|---|---|
| 0 | ~40 | ~32 | ~23 | ~5 |
| ~20 | ~45 | ~31 | ~18 | ~6 |
| ~100  | ~46 | ~31 | ~17 | ~7 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_10_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_10,a,"| Temperature (°C) | Pulse Length | Density (g/cm³) | Porosity (%) |
|---|---|---|---|
| 60  | Short  | 1.8 | 65 |
| 60  | Medium | 1.5 | 70 |
| 120 | Short  | 2.1 | 60 |
| 120 | Medium | 1.6 | 70 |
| 180 | Short  | 2.6 | 50 |
| 180 | Medium | 2.0 | 60 |
| 180 | Long   | 1.2 | 80 |
| 240 | Short  | 3.0 | 42 |
| 240 | Medium | 2.2 | 60 |
| 240 | Long   | 2.6 | 50 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_4,a,"| AB Cycles | Mass Deposited (ng/cm²) | TiN Thickness (Å) |
|---|---|---|
| 0 | ~0 | ~0 |
| 1 | ~120 | ~1.5 |
| 3 | ~280 | ~4.5 |
| 5 | ~420 | ~7.0 |
| 7 | ~560 | ~10.0 |
| 10 | ~800 | ~15.0 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_1_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_1,a,"| Frequency (cm⁻¹) | Infrared Absorbance | Feature |
|---|---|---|
| 3350 | 0.82 | N–H stretching region (low exposure) |
| 2950 | 0.90 | C–H stretch onset |
| 2920 | 1.05 | C–H asymmetric stretch (increasing exposure) |
| 2850 | 0.98 | C–H symmetric stretch |
| 2920 | 1.30 | C–H asymmetric stretch (33 Torr·min) |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_12_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_12,a,"| y (ligand per Ti) | x (approx. range) | QCM mass ratio R (approx.) |
|----------------------|-----------------------|--------------------------------------|
| 0.0 | ~2.7–3.0 | ~0.60–0.70 |
| 0.5 | ~2.1–2.9 | ~0.70–0.90 |
| 1.0 | ~1.6–2.7 | ~0.65–1.00 |
| 1.5 | ~1.3–2.4 | ~0.75–1.10 |
| 2.0 | ~1.0–2.0 | ~0.85–1.15 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_3,a,"| TDMAT Exposure (Torr·min) | C–H (integrated absorbance) | N–H (integrated absorbance) |
|---|---|---|
| 0   | ~0.23 | ~1.00 |
| 3   | ~0.78 | ~0.25 |
| 6   | ~0.88 | ~0.15 |
| 10  | ~0.90 | ~0.10 |
| 15  | ~0.94 | ~0.06 |
| 20  | ~0.95 | ~0.04 |
| 25  | ~0.98 | ~0.02 |
| 35  | ~1.00 | ~0.01 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_3_b.jpg,atomic-layer-deposition/experimental-usecase/5/fig_3,b,"| NH₃ Exposure (Torr·min) | C–H (integrated absorbance) | N–H (integrated absorbance) |
|---|---|---|
| 0     | ~1.00 | ~0.00 |
| 500   | ~0.45 | ~0.78 |
| 1000  | ~0.38 | ~0.95 |
| 1500  | ~0.36 | ~0.95 |
| 2000  | ~0.34 | ~0.85 |
| 3000  | ~0.34 | ~0.95 |
| 3500  | ~0.33 | ~0.98 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_6_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_6,a,"| Pulse sequence | 1000/T (K⁻¹) | Deposition Temperature (°C) | Mass deposition rate (ng/cm²/cycle) |
|---|---|---|---|
| Long (100-10-20-30) | ~1.95 | 240 | ~900 |
| Long (100-10-20-30) | ~2.05 | 210 | ~350 |
| Long (100-10-20-30) | ~2.20 | 180 | ~160 |
| Long (100-10-20-30) | ~2.40 | 150 | ~110 |
| Long (100-10-20-30) | ~2.60 | 120 | ~75 |
| Long (100-10-20-30) | ~2.80 | 90  | ~55 |
| Long (100-10-20-30) | ~3.00 | 60  | ~40 |
| Medium (20-10-6-10) | ~1.95 | 240 | ~300 |
| Medium (20-10-6-10) | ~2.05 | 210 | ~180 |
| Medium (20-10-6-10) | ~2.20 | 180 | ~120 |
| Medium (20-10-6-10) | ~2.40 | 150 | ~85 |
| Medium (20-10-6-10) | ~2.60 | 120 | ~60 |
| Medium (20-10-6-10) | ~2.80 | 90  | ~45 |
| Medium (20-10-6-10) | ~3.00 | 60  | ~30 |
| Short (1-0.5-1-5)   | ~1.95 | 240 | ~70 |
| Short (1-0.5-1-5)   | ~2.05 | 210 | ~55 |
| Short (1-0.5-1-5)   | ~2.20 | 180 | ~45 |
| Short (1-0.5-1-5)   | ~2.40 | 150 | ~35 |
| Short (1-0.5-1-5)   | ~2.60 | 120 | ~28 |
| Short (1-0.5-1-5)   | ~2.80 | 90  | ~22 |
| Short (1-0.5-1-5)   | ~3.00 | 60  | ~16 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_2_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_2,a,"| Frequency region (cm⁻¹) | Vibrational assignment | Change with NH3 exposure |
|-------------------------|------------------------|--------------------------|
| ~3400–3200 | N–H stretches | Increase with NH3 exposure, strongest at high doses |
| ~3000–2800 | C–H stretches | Decrease with increasing NH3 exposure |
| 3800–2600 | Baseline region | Spectra vertically offset for clarity, not quantitative |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_9_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_9,a,"| Pulse sequence | Deposition temperature (°C) | Resistivity (µΩ·cm) |
|---|---|---|
| Short  | 60  | ~2.5×10⁷ |
| Short  | 120 | ~5×10⁶ |
| Short  | 180 | ~5×10⁴ |
| Short  | 240 | ~1.5×10⁴ |
| Medium | 120 | ~2×10⁷ |
| Medium | 180 | ~3×10⁵ |
| Medium | 240 | ~2×10⁴ |
| Long   | 180 | ~1×10⁷ |
| Long   | 240 | ~3×10⁵ |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_7_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_7,a,"| Time (s) | Mass Deposited (ng/cm²) | TiN Thickness (Å) | Stage |
|---|---|---|---|
| 0   | ~0   | ~0.0 | Start |
| 100 | ~95  | ~1.6 | End TDMAT exposure |
| 110 | ~90  | ~1.5 | End first purge (m₀) |
| 130 | ~165 | ~3.0 | End NH₃ exposure |
| 160 | ~75  | ~1.3 | End second purge (m₀ + m₁) |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_5_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_5,a,"| TDMAT Exposure Time (s) | Mass Deposition Rate (ng/cm²/cycle) | TiN Growth Rate (Å/cycle) |
|---|---|---|
| 0   | ~0  | ~0.0 |
| 5   | ~39 | ~0.8 |
| 20  | ~46 | ~0.9 |
| 50  | ~52 | ~1.0 |
| 100 | ~55 | ~1.05 |
| 200 | ~60 | ~1.2 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_5_b.jpg,atomic-layer-deposition/experimental-usecase/5/fig_5,b,"| NH₃ Exposure Time (s) | Mass Deposition Rate (ng/cm²/cycle) | TiN Growth Rate (Å/cycle) |
|---|---|---|
| 0   | ~5  | ~0.1 |
| 2   | ~41 | ~0.8 |
| 5   | ~49 | ~0.9 |
| 10  | ~55 | ~1.05 |
| 20  | ~63 | ~1.2 |
| 40  | ~63 | ~1.2 |"
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_8_a.jpg,atomic-layer-deposition/experimental-usecase/40/fig_8,a,"| 2θ (degree) | Phase / Peak | Intensity |
|-------------|--------------|------------|
| ~43.3 | Cu(111) | strongest observed reflection |
| ~50.4 | Cu(200) | high    |
| ~74.1 | Cu(220) | medium  |"
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_8_b.jpg,atomic-layer-deposition/experimental-usecase/40/fig_8,b,"| 2θ (degree) | Phase / Peak | Intensity |
|-------------|--------------|----------|
| ~43.3 | Cu(111) | strongest observed reflection |
| ~50.4 | Cu(200) | medium  |
| ~74.1 | Cu(220) | low (no annealing) |"
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/40/fig_4,a,"| Sample Name | Labeled Peak | 2θ (°) | Observed Intensity & Shape |
|-------------|--------------|--------|----------------------------|
| TiN PEALD   | TiN(111)     | ~36–37 | Low to moderate, sharp peak |
|             | TiN(200)     | ~42–43 | High, sharp peak (dominant orientation) |
|             | Si substrate | ~55     | Very high, sharp peak      |
|             | TiN(220)     | ~61–62  | Low, sharp peak            |
| Ti–Si–N PEALD | TiN-related features | ~36–43 | Very weak, broad features |
|               | Si substrate | ~55        | Very high, sharp peak      |"
