image_path,sample_id,panel_id,summary
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_1_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_1,a,"The figure presents stacked FTIR spectra of an initially NH₃-terminated TiN surface recorded during the third TDMAT exposure at 152 °C. With increasing TDMAT exposure from 0 to 33 Torr·min, the N–H stretching feature near ~3300 cm⁻¹ decreases in relative intensity. Concurrently, strong C–H stretching bands appear and grow in the 2800–3000 cm⁻¹ region. The spectra are vertically offset, but the systematic evolution of these bands indicates progressive surface modification during exposure."
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_12_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_12,a,"This figure presents predicted QCM mass ratios for TiN ALD as a function of the number of dimethylamine molecules produced during the TDMAT reaction (x). Each curve corresponds to a different number of dimethylamino ligands retained per Ti atom (y). For all values of y, the QCM mass ratio increases monotonically with x. At a fixed x, higher ligand retention shifts the curves upward, indicating larger net mass uptake. The model therefore highlights the coupled influence of byproduct formation and incomplete ligand removal on QCM signals."
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_3,a,"This figure tracks surface functional group evolution during an ABAB… ALD sequence using integrated IR absorbances of C–H and N–H stretching modes at 152 °C. In panel (a), increasing TDMAT exposure causes the N–H signal to rapidly decrease toward zero while the C–H signal rises and approaches saturation, indicating that TDMAT consumption of NHx*-terminated sites is accompanied by accumulation of methyl-containing ligands on the surface."
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_3_b.jpg,atomic-layer-deposition/experimental-usecase/5/fig_3,b,"In this figure, increasing NH₃ exposure produces the opposite behavior: N–H absorbance increases and saturates while C–H absorbance decreases and levels off, consistent with NH₃-driven ligand removal and surface re-termination by NHx* species. Together, the two panels demonstrate complementary half-reactions and self-limiting surface chemistry characteristic of ALD cycling."
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_6_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_6,a,"This figure presents an Arrhenius plot of TiN ALD mass deposition rates for long, medium, and short reactant pulse sequences over a deposition temperature range of 60–240 °C. The x-axis is expressed as 1000/T, and distinct linear segments are annotated with apparent activation energies. The long pulse sequence shows the steepest slope at high temperature, while the short pulse sequence exhibits a weaker temperature dependence across the same range. These trends suggest that pulse duration strongly influences the temperature sensitivity of the ALD growth process."
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_2_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_2,a,"This figure presents stacked FTIR spectra of a TiN surface terminated with Ti(N(CH₃)₂)ₓ species during the fourth NH₃ exposure at 152 °C. As the NH₃ dose increases from 0 to 3600 Torr·min, N–H stretching features in the ~3400–3200 cm⁻¹ region grow in intensity, while C–H stretching bands in the ~3000–2800 cm⁻¹ region diminish. These opposing trends indicate replacement of methyl-containing ligands by NHₓ species on the surface. The vertical offsets emphasize qualitative spectral evolution rather than absolute absorbance."
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_9_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_9,a,"This figure shows the electrical resistivity of TiN ALD films as a function of deposition temperature. For all pulse lengths, resistivity decreases sharply with increasing temperature. Short pulse sequences consistently yield the lowest resistivity at high temperature. Medium pulses show intermediate behavior, while long pulses retain substantially higher resistivity, especially at lower temperatures. The results indicate that both deposition temperature and pulse timing strongly influence TiN film electrical quality."
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_7_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_7,a,"This figure shows in situ QCM mass changes during a single TiN ALD cycle at 120 °C using long reactant pulses. During TDMAT exposure and the first purge, the mass increases by m₀ due to precursor adsorption. Subsequent NH₃ exposure produces an additional mass change, and the final mass after the second purge corresponds to m₀+m₁, the net per-cycle gain. The stepwise features confirm that mass uptake occurs in discrete, self-limiting half-reactions."
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_5_a.jpg,atomic-layer-deposition/experimental-usecase/5/fig_5,a,"This figure shows ALD saturation behavior for TiN growth at 120 °C by varying the exposure time of each reactant while monitoring mass deposition rate and equivalent thickness growth per cycle. In panel (a), increasing TDMAT exposure time produces a rapid rise in deposition rate at short times followed by a slower approach to a near-saturation regime at longer exposures, consistent with progressively more complete surface reaction of the metal precursor on an NHx*-terminated TiN surface."
data/crops/train/atomic-layer-deposition_experimental-usecase_5_fig_5_b.jpg,atomic-layer-deposition/experimental-usecase/5/fig_5,b,"In panel (b), increasing NH₃ exposure time similarly increases deposition rate and then reaches a clear plateau around ~20 s, indicating saturation of the nitridation/ligand-exchange step on a surface terminated with precursor fragments. The plateau regions demonstrate self-limiting ALD chemistry, while the “short/medium/long” regimes highlight the exposure windows that transition from incomplete reaction to near-saturated growth."
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_8_a.jpg,atomic-layer-deposition/experimental-usecase/40/fig_8,a,"XRD patterns of Cu/PEALD TiN (10 nm)/Si after annealing from 450 °C to 600 °C. Cu(111), Cu(200), and Cu(220) peaks grow with temperature. This shows loss of barrier stability at high temperature."
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_8_b.jpg,atomic-layer-deposition/experimental-usecase/40/fig_8,b,XRD patterns of Cu/PEALD Ti–Si–N (10 nm)/Si from no annealing to 700 °C. Cu peaks appear later and grow more slowly than in TiN. This shows improved thermal stability of Ti–Si–N.
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/40/fig_4,a,"Stacked XRD patterns comparing TiN and Ti–Si–N films deposited by plasma-enhanced ALD. The TiN film exhibits clear polycrystalline TiN reflections with a dominant (200) orientation, whereas the Ti–Si–N film shows strongly suppressed and broadened TiN-related features, indicating a largely X-ray amorphous or nanocrystalline structure due to silicon incorporation."
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_1_a.jpg,atomic-layer-deposition/experimental-usecase/40/fig_1,a,"Schematic diagram of a plasma-enhanced atomic layer deposition (PEALD) system, showing mass flow controllers for N₂/H₂/Ar and SiH₄ gas lines, a TiCl₄ precursor source, a vacuum pump, and a reactor chamber equipped with a showerhead, RF plasma region, and heated substrate stage, controlled by an RF generator and computer interface."
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/40/fig_3,a,"Multi-axis chart showing growth per cycle (left axis) and silicon atomic content (right axis) in plasma-enhanced ALD Ti–Si–N films deposited using a reversed reactant sequence (SiH₄ → TiCl₄ → N₂/H₂/Ar plasma). Both quantities increase with SiH₄ pulse time at short exposures and saturate at approximately 0.60–0.62 Å/cycle and 11–12 at.% Si for pulse times of ~8–10 s, indicating self-limiting surface reactions under this sequence."
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_6_a.jpg,atomic-layer-deposition/experimental-usecase/40/fig_6,a,This panel shows the N 1s XPS spectrum of Ti–Si–N. It contains Ti–N and Si–N bonding components.
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_6_b.jpg,atomic-layer-deposition/experimental-usecase/40/fig_6,b,This panel shows the Si 2p XPS spectrum of Ti–Si–N. The peak matches Si–N bonding.
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_2_a.jpg,atomic-layer-deposition/experimental-usecase/40/fig_2,a,"Multi-axis chart showing the dependence of growth per cycle (left axis) and silicon atomic content (right axis) on SiH₄ pulse time during plasma-enhanced ALD of Ti–Si–N at 350 °C. Both quantities increase rapidly at short pulse times and saturate for SiH₄ exposures of ~8 s or longer, reaching ~0.7 Å/cycle growth and ~9–15 at.% Si, indicating self-limiting surface reactions."
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_7_a.jpg,atomic-layer-deposition/experimental-usecase/40/fig_7,a,"Multiple line chart showing sheet resistance evolution of Cu/PEALD TiN and Cu/PEALD Ti–Si–N (10 nm) films on Si as a function of annealing temperature. TiN remains conductive up to ~550 °C but exhibits a sharp resistance increase at 600 °C, indicating thermal degradation. In contrast, Ti–Si–N maintains near-zero resistance up to 600 °C and shows a delayed, gradual increase at higher temperatures, demonstrating enhanced thermal stability due to silicon incorporation."
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_5_a.jpg,atomic-layer-deposition/experimental-usecase/40/fig_5,a,"Plan-view TEM micrograph of a TiN film deposited by PEALD at 350 °C, showing a nanocrystalline microstructure with visible grain contrast at the ~10 nm scale."
data/crops/train/atomic-layer-deposition_experimental-usecase_40_fig_5_b.jpg,atomic-layer-deposition/experimental-usecase/40/fig_5,b,"Plan-view TEM micrograph of a Ti–Si–N film deposited by PEALD at 350 °C, showing a much more homogeneous contrast with no clearly resolved grains at the ~10 nm scale."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_3_a.jpg,atomic-layer-deposition/experimental-usecase/57/figure_3,a,"The figure shows the optical characterization of a 100 nm ALD-grown CsI film. The transmittance spectrum indicates that the CsI film (blue) is highly transparent (>80%) across the visible and near-infrared range (300–1100 nm), closely matching the bare sapphire substrate (black), confirming high optical quality with minimal scattering or defect-related absorption. A sharp decrease in transmittance near 225 nm marks the onset of strong fundamental absorption."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_3_b.jpg,atomic-layer-deposition/experimental-usecase/57/figure_3,b,"The Tauc plot (𝛼ℎ𝜈)^2 vs. photon energy shows a linear region, whose extrapolation intersects the energy axis at ~5.5 eV, confirming that CsI is a wide-bandgap insulator with a direct optical bandgap of ~5.5 eV."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_4_a.jpg,atomic-layer-deposition/experimental-usecase/57/figure_4,a,A spectra chart displaying XRD intensity as a function of 2θ for CsI films after deposition of PbI₂ with increasing ALD cycles at 75 °C. The contour plot reveals the progressive evolution of crystalline phases with PbI₂ loading.
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_4_b.jpg,atomic-layer-deposition/experimental-usecase/57/figure_4,b,"A line chart showing changes in relative XRD peak intensity (peak area) as a function of PbI₂ deposition cycles at 75 °C. This plot quantifies the growth, saturation, and transition of different phases identified in panel (a)."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_4_c.jpg,atomic-layer-deposition/experimental-usecase/57/figure_4,c,A spectra chart displaying XRD intensity versus 2θ measured during annealing of the CsI film after 3000 PbI₂ deposition cycles at 75 °C. The data capture thermally induced phase transformations and enhanced crystallinity during the anneal.
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_4_d.jpg,atomic-layer-deposition/experimental-usecase/57/figure_4,d,"A spectra chart showing XRD intensity as a function of 2θ for CsI films after 3000 and 4000 PbI₂ deposition cycles at 100 °C, together with the as-deposited CsI reference. The patterns highlight temperature-dependent differences in phase formation and stability."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_4_e.jpg,atomic-layer-deposition/experimental-usecase/57/figure_4,e,"A spectra chart displaying XRD intensity versus 2θ for CsI films with increasing PbI₂ deposition cycles at 100 °C. Compared to 75 °C, the phase evolution occurs more rapidly, indicating enhanced reaction kinetics."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_4_f.jpg,atomic-layer-deposition/experimental-usecase/57/figure_4,f,A line chart showing changes in relative XRD peak intensity (peak area) as a function of PbI₂ deposition cycles at 100 °C. The results confirm faster conversion and the eventual accumulation of excess PbI₂ at higher cycle numbers.
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_1_a.jpg,atomic-layer-deposition/experimental-usecase/57/figure_1,a,"A molecular structure diagram illustrating the atomic arrangement of the cesium precursor Cs(btsa). The bulky silylamide ligands are clearly visible, highlighting their role in enhancing precursor volatility while influencing surface reaction kinetics during the ALD process."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_1_b.jpg,atomic-layer-deposition/experimental-usecase/57/figure_1,b,"A line plot showing the dependence of growth per cycle (GPC, in Å/cycle) on deposition temperature. A well-defined ALD temperature window is observed between 150 °C and 175 °C, where the GPC remains stable and reaches a maximum value of approximately 3.3 Å/cycle. At temperatures above 200 °C, the GPC decreases sharply, suggesting precursor desorption or reduced surface residence time."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_1_c.jpg,atomic-layer-deposition/experimental-usecase/57/figure_1,c,"A linear plot of film thickness as a function of deposition cycles (0–400 cycles). The linear relationship confirms layer-by-layer ALD growth behavior. The linear fit passes through the origin, indicating instant nucleation on the silicon substrate with no observable nucleation delay."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_1_d.jpg,atomic-layer-deposition/experimental-usecase/57/figure_1,d,"A saturation curve showing the variation of GPC with Cs(btsa) pulse duration. Due to the bulky molecular structure of the Cs precursor, longer pulse times (approximately 1.0–1.5 s) are required to fully saturate the surface, demonstrating self-limiting adsorption behavior characteristic of ALD."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_1_e.jpg,atomic-layer-deposition/experimental-usecase/57/figure_1,e,"A line plot depicting the influence of SnI₄ pulse duration on GPC. Saturation is achieved rapidly at short pulse times (approximately 0.25 s), reflecting the smaller molecular size and higher reactivity of the SnI₄ precursor compared to Cs(btsa)."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_1_f.jpg,atomic-layer-deposition/experimental-usecase/57/figure_1,f,"A plot showing GPC as a function of purge time between precursor exposures. The GPC remains constant over the studied purge durations, indicating effective removal of excess precursors and by-products and confirming the absence of parasitic CVD reactions."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_2_a.jpg,atomic-layer-deposition/experimental-usecase/57/figure_2,a,The figure displays SEM images of CsI films deposited at various temperatures.
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_2_b.jpg,atomic-layer-deposition/experimental-usecase/57/figure_2,b,The figure shows SEM images of CsI films deposited at different temperatures.
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_2_c.jpg,atomic-layer-deposition/experimental-usecase/57/figure_2,c,The figure presents Grazing Incidence X-ray Diffraction (GIXRD) patterns for Cesium Iodide (CsI) films deposited on Silicon at temperatures ranging from 150°C to 350°C. All deposited films exhibit diffraction peaks that perfectly match the reference pattern for cubic CsI (ICDD 6-311)
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_2_d.jpg,atomic-layer-deposition/experimental-usecase/57/figure_2,d,"This figure plots the relative surface roughness (Rq normalized by film thickness) of ALD-grown films against deposition temperature, showing roughness decreases to a minimum around 225-250°C before increasing at higher temperatures."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_2_e.jpg,atomic-layer-deposition/experimental-usecase/57/figure_2,e,The figure compares AFM images of CsI films deposited at different temperatures and thicknesses.
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_6_a.jpg,atomic-layer-deposition/experimental-usecase/57/figure_6,a,"The figure illustrates the solid-state reaction between CsI and PbI₂ to form perovskite CsPbI₃ as the number of PbI₂ ALD cycles increases. The CsI film is transparent in the visible region with an absorption edge near 225 nm, while PbI₂ shows an absorption edge at approximately 520 nm. With 2000–3000 PbI₂ cycles (the absorption edge shifts to around 700 nm (1.7–1.8 eV), indicating successful formation of the perovskite phase γ-CsPbI₃.At higher doses (3500–4000 cycles), the perovskite absorption feature weakens and the spectrum increasingly resembles pure PbI₂, indicating complete consumption of CsI and accumulation of excess unreacted PbI₂ on the surface."
data/crops/train/atomic-layer-deposition_experimental-usecase_57_figure_6_b.jpg,atomic-layer-deposition/experimental-usecase/57/figure_6,b,The image panel shows microscopic images of different materials at various  PbI₂ cycle counts.
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_1_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig_1,a,"Plasma-enhanced ALD reactor configuration for ZrN deposition, showing TDMAZr delivery with Ar carrier gas, forming-gas plasma generation via ICP, substrate placement, pumping, and in-situ spectroscopic ellipsometry for real-time growth monitoring, enabling low-temperature, plasma-assisted, self-limiting growth."
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_1_b.jpg,atomic-layer-deposition/experimental-usecase/18/fig_1,b,"Time-resolved pulse sequence for a single ZrN PEALD cycle, detailing TDMAZr precursor pulse, Ar purge, forming-gas plasma exposure, and final purge. Temporal separation of half-reactions establishes the self-limiting ALD mechanism and underpins saturation behavior observed in subsequent figures."
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig_3,a,"ZrN film thickness increases linearly with PEALD cycle number, measured by dynamic in-situ spectroscopic ellipsometry. Linear fit gives a growth per cycle of ~0.103 nm, confirming immediate nucleation and self-limiting ALD behavior."
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_3_b.jpg,atomic-layer-deposition/experimental-usecase/18/fig_3,b,Comparison of ZrN thickness measured in-situ by ellipsometry and ex-situ by X-ray reflectivity on identical samples. Close agreement validates the accuracy of the ellipsometric thickness model.
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_6_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig_6,a,"The figure presents the valence-band XPS spectrum of a 35.3 nm thick ZrN film deposited by PEALD at 150 °C after Ar⁺ sputter cleaning. The spectrum shows clear intensity at the Fermi level arising from Zr 4d states, confirming metallic conductivity, along with hybridized N 2p–Zr 4d features that verify strong Zr–N bonding. Minor O 2p contributions indicate limited oxygen contamination, supporting the formation of high-quality metallic ZrN."
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_2_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig_2,a,Spectroscopic ellipsometry parameters Ψ and Δ versus photon energy for a blank Si substrate and after 10 ZrN PEALD cycles. Spectral shifts after deposition confirm ultrathin ZrN film formation and demonstrate SE sensitivity to early-stage growth.
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_2_b.jpg,atomic-layer-deposition/experimental-usecase/18/fig_2,b,"Dynamic evolution of ellipsometric parameter Δ at 4.0 eV during 10 PEALD cycles. Periodic, step-like changes in Δ aligned with precursor, plasma, and purge steps provide in-situ evidence of self-limiting, cycle-by-cycle ZrN growth."
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_7_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig_7,a,"Electrical resistivity of PEALD-grown ZrN films versus measurement temperature shows a linear increase, characteristic of metallic conduction dominated by electron–phonon scattering."
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_7_b.jpg,atomic-layer-deposition/experimental-usecase/18/fig_7,b,Normalized resistivity change (Δρ/ρ₀) versus temperature. Positive temperature coefficient of resistivity (TCR ≈ 0.0088 %/°C) confirms stable metallic transport over the measured range.
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig4_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig4,a,"ZrN growth per cycle versus substrate temperature shows a low-temperature ALD window with stable GPC and a sharp increase at higher temperatures due to thermally activated, non-self-limiting growth."
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig4_b.jpg,atomic-layer-deposition/experimental-usecase/18/fig4,b,GPC saturation with increasing TDMAZr pulse time confirms self-limiting precursor adsorption and complete surface coverage beyond a critical pulse duration.
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig4_c.jpg,atomic-layer-deposition/experimental-usecase/18/fig4,c,"GPC rapidly reaches a constant value with increasing forming-gas plasma exposure, indicating efficient ligand removal and nitridation within short plasma times."
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig4_d.jpg,atomic-layer-deposition/experimental-usecase/18/fig4,d,"Post-precursor purge time affects GPC: insufficient purging causes elevated growth from parasitic reactions, while longer purge times restore true ALD behavior."
data/crops/train/atomic-layer-deposition_experimental-usecase_18_fig_5_a.jpg,atomic-layer-deposition/experimental-usecase/18/fig_5,a,"The figure shows the imaginary part of the complex dielectric function (ε₂) of a 35.3 nm ZrN film deposited at 150 °C, obtained from in-situ spectroscopic ellipsometry. The ε₂ spectrum is modeled using a Drude term representing free-electron (metallic) response at low photon energies and two Lorentz oscillators (L1 and L2) corresponding to bound-electron interband transitions at higher energies. The strong Drude contribution confirms the metallic nature of the PEALD-grown ZrN film."
data/crops/train/atomic-layer-deposition_experimental-usecase_13_fig_1_a.jpg,atomic-layer-deposition/experimental-usecase/13/fig_1,a,"The chart shows the relationship between the Si content and the film thickness, and the partial pressure of SiH4."
data/crops/train/atomic-layer-deposition_experimental-usecase_13_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/13/fig_3,a,"The line chart illustrates the normalized capacitance (C/Cox) against voltage for three different conditions: before thermal treatment, no barrier capacitor at 600°C, and Ti-Si-N (10 nm) capacitor at 800°C."
data/crops/train/atomic-layer-deposition_experimental-usecase_13_fig_2_a.jpg,atomic-layer-deposition/experimental-usecase/13/fig_2,a,"The chart shows the relation between SiH₄/NH₃ ratio and Si content and film thickness per cycle. As the ratio increases, the Si content increases until it reaches a plateau, while the film thickness per cycle decreases."
data/crops/train/atomic-layer-deposition_experimental-usecase_44_figure_4_a.jpg,atomic-layer-deposition/experimental-usecase/44/figure_4,a,"The chart is an XRD pattern plotting diffracted intensity (arbitrary units) versus 2θ, showing the characteristic reflections of  PbSe ((200), (400), (220))  and PbTe ( (200), (400)) and the substrate Si peaks."
data/crops/train/atomic-layer-deposition_experimental-usecase_33_figure_3_a.jpg,atomic-layer-deposition/experimental-usecase/33/figure_3,a,Panel (a) shows the growth rate increases with precursor temperature and plateaus at ~0.045 Å/cycle above 60 °C.
data/crops/train/atomic-layer-deposition_experimental-usecase_33_figure_3_b.jpg,atomic-layer-deposition/experimental-usecase/33/figure_3,b,"Panel (b) demonstrates that increasing pulse time beyond 2 s does not further increase the growth rate, indicating saturation behavior."
data/crops/train/atomic-layer-deposition_experimental-usecase_33_figure_3_c.jpg,atomic-layer-deposition/experimental-usecase/33/figure_3,c,Panel (c) shows a similar saturation with hydrogen pressure—growth rate reaches a maximum of ~0.045 Å/cycle at 2 atm.
data/crops/train/atomic-layer-deposition_experimental-usecase_33_figure_3_d.jpg,atomic-layer-deposition/experimental-usecase/33/figure_3,d,"Panel (d) highlights the effect of H₂ dose, where a minimum threshold is needed to initiate growth, followed by saturation. These trends collectively illustrate the self-limiting surface reactions characteristic of ALD processes."
data/crops/train/atomic-layer-deposition_experimental-usecase_33_figure_4_a.jpg,atomic-layer-deposition/experimental-usecase/33/figure_4,a,"The figure illustrates a linear relationship between the number of ALD cycles and the resulting film thickness in angstroms (Å). As the number of cycles increases from 0 to 3000, the film thickness increases proportionally from approximately 5 Å to 120 Å. This linear trend, supported by error bars, demonstrates a consistent growth-per-cycle (GPC) rate, which is a key indicator of controlled and repeatable deposition in ALD processes"
data/crops/train/atomic-layer-deposition_experimental-usecase_33_figure_5_a.jpg,atomic-layer-deposition/experimental-usecase/33/figure_5,a,"The figure compares the dependence of ALD growth rate on substrate temperature for two different processes or materials. In subfigure (a), the growth rate increases steadily from approximately 0.01 Å/cycle at 260 °C to 0.12 Å/cycle at 340 °C, suggesting a thermally activated process with relatively linear behavior in this temperature range."
data/crops/train/atomic-layer-deposition_experimental-usecase_33_figure_5_b.jpg,atomic-layer-deposition/experimental-usecase/33/figure_5,b,"In subfigure (b), the growth rate follows a sigmoidal trend, increasing more sharply between 200 °C and 280 °C, indicating a possible transition from a kinetically limited regime to a more saturated or efficient growth regime. Both plots highlight the strong influence of temperature on film growth dynamics, with potential implications for process window optimisation."
data/crops/train/atomic-layer-deposition_experimental-usecase_7_95837a0f09f651369047f60c135b85eaee479b486b3df8a1df6a96de654e6120_a.jpg,atomic-layer-deposition/experimental-usecase/7/95837a0f09f651369047f60c135b85eaee479b486b3df8a1df6a96de654e6120,a,"Δm₁ (open markers) is consistently higher than Δm₀ (filled markers) across 100–400 °C for all three cycle-time sequences. Δm₁ peaks around ~250–300 °C (depending on marker set) and then trends downward toward 400 °C, while Δm₀ stays comparatively flat through ~350 °C. The 5–2–2–5 s condition shows a notable Δm₀ increase at ~400 °C relative to the other sequences. Overall, varying the first-step pulse time mainly impacts Δm₁ magnitude and its temperature dependence, more than Δm₀."
data/crops/train/atomic-layer-deposition_experimental-usecase_7_95837a0f09f651369047f60c135b85eaee479b486b3df8a1df6a96de654e6120_b.jpg,atomic-layer-deposition/experimental-usecase/7/95837a0f09f651369047f60c135b85eaee479b486b3df8a1df6a96de654e6120,b,"Two cycle-time sequences are compared, and the separation between Δm₁ (open) and Δm₀ (filled) is maintained across the full temperature range. Δm₁ rises toward a maximum near ~300 °C and then decreases at higher temperature, whereas Δm₀ remains near ~35–40 with only modest changes. Differences between the two purge-time conditions are clearer in Δm₁ than in Δm₀. The data suggest temperature sensitivity is concentrated in the Δm₁ response rather than the baseline Δm₀ increment."
data/crops/train/atomic-layer-deposition_experimental-usecase_7_fig2_a.jpg,atomic-layer-deposition/experimental-usecase/7/fig2,a,"Scatter plot comparing mass increments Δm₀ and Δm₁ vs. growth temperature for films grown on buffer layers deposited at 100 °C (circles) and 300 °C (squares). It shows that the 300 °C buffer layer generally results in higher or increasing Δm₁ values, particularly above 200 °C."
data/crops/train/atomic-layer-deposition_experimental-usecase_7_fig_4_a.jpg,atomic-layer-deposition/experimental-usecase/7/fig_4,a,"This figure shows Δm₂′ as a function of growth temperature (≈100–400 °C) for different TiCl₄ pulse-time sequences, with buffer layers grown at TB = 100 °C and TB = 300 °C. Δm₂′ increases with temperature for all conditions, with a pronounced rise at ≳300 °C. At lower growth temperatures (≈100–250 °C), samples with TB = 100 °C consistently exhibit lower Δm₂′ values than those with TB = 300 °C. At higher temperatures, Δm₂′ converges to larger values across pulse times, indicating reduced sensitivity to buffer-layer temperature."
data/crops/train/atomic-layer-deposition_experimental-usecase_7_fig_1_a.jpg,atomic-layer-deposition/experimental-usecase/7/fig_1,a,"Real-time mass sensor signal vs. time during a single ALD cycle at growth temperatures of 100C and 300C. The plot defines the specific mass changes: $\Delta m_1$ (gain from TiCl_4 pulse), $\Delta m_2$ (loss during purge/reaction), $\Delta m_2'$ (initial desorption), and $\Delta m_0$ (net mass increment per cycle)."
data/crops/train/atomic-layer-deposition_experimental-usecase_7_fig_3_a.jpg,atomic-layer-deposition/experimental-usecase/7/fig_3,a,"Δm₀ decreases sharply with increasing first purge time up to ~1–2 s and then plateaus for both growth temperatures. At all purge times, Δm₀ remains higher at 150 °C than at 350 °C."
data/crops/train/atomic-layer-deposition_experimental-usecase_7_fig_3_b.jpg,atomic-layer-deposition/experimental-usecase/7/fig_3,b,"A similar behavior is observed when varying the second purge time, with Δm₀ dropping rapidly at short purge times and stabilizing beyond ~2 s. The persistence of a temperature offset indicates that growth temperature influences the net mass increment even after sufficient purging."
data/crops/train/atomic-layer-deposition_experimental-usecase_7_fig8_a.jpg,atomic-layer-deposition/experimental-usecase/7/fig8,a,"Scatter plot showing the ratio Δm₀/(Δm₁−Δm₂) as a function of growth temperature (~100–400 °C) for three different cycle sequences where the first pulse time varies (0.5 s, 2 s, 5 s). The ratio generally decreases with temperature up to ~250–300 °C for the longer pulse-time conditions before increasing again at higher temperatures."
data/crops/train/atomic-layer-deposition_experimental-usecase_7_fig6_a.jpg,atomic-layer-deposition/experimental-usecase/7/fig6,a,"This figure shows Δm₀, Δm₁, and Δm₁ − Δm₂′ as functions of TiCl₄ pulse time at 350 °C. Δm₁ and Δm₁ − Δm₂′ increase rapidly at short pulse times and saturate beyond ~2 s, consistent with self-limiting surface adsorption. In contrast, Δm₀ continues to increase with pulse time, indicating an additional non-saturating mass-gain contribution. The divergence between Δm₁ saturation and Δm₀ growth suggests the onset of parasitic or CVD-like processes at longer TiCl₄ exposures."
